No.,Business_Name,Pre_Crash_Mode,AV,OtherVeh,Weather,Lighting,Collision_Type,Damage_Detail
135,Cruise,Autonomous,Slowing/Stopping,Proceeding Straight,Clear,Dark-Street Lights,Rear End,"A Cruise autonomous vehicle (?Cruise AV?), operating in autonomous mode, was traveling southbound on Gough Street between Rose and Haight Streets when another vehicle, following closely behind the Cruise AV, made contact with the rear center bumper of the Cruise AV, damaging two fastening clips on the underside of the Cruise AV?s rear bumper. There were no injuries and police were not called."
136,Google,Autonomous,Stopped,Proceeding Straight,Cloudy,Dusk-Dawn,Rear End,"A Waymo Autonomous Vehicle (?Waymo AV?) was stopped in autonomous mode at the intersection of Miramonte Avenue and Covington Road in Los Altos when it was involved in a collision. The Waymo AV was traveling northbound on Miramonte Avenue, when it reached a four-way stop sign intersection. The Waymo AV stopped to yield to another vehicle at the intersection, at which time a passenger vehicle rear-ended the Waymo AV at approximately 39 MPH. At the time of the collision the Waymo AV had been stopped for approximately 1.5 seconds. The Waymo AV sustained major damage to its rear bumper, rear hatch, and rear quarter panels, and the passenger vehicle sustained major damage to its front bumper, hood, and front quarter panels. First responders attended to the scene, but neither party reported injuries."
137,Cruise,Conventional,Proceeding Straight,Proceeding Straight,Raining,Dark-Street Lights,Rear End,"Cruise autonomous vehicle (?Cruise AV?), operating in autonomous mode, was traveling southbound on Gough Street at the intersection with Fell Street when the Cruise AV began to yield to a car on its right. The driver of the Cruise AV disengaged from autonomous mode, and shortly thereafter, another vehicle made contact with the center rear bumper of the Cruise AV, damaging the rear radar mounting bracket of the Cruise AV. There were no injuries and police were not called."
138,Google,Conventional,Changing Lanes,Proceeding Straight,Clear,Daylight,Side Swipe,"Per the DMV's request of 02/21/2019, Waymo is resubmitting this OL316 so the DMV's digital version is compliant with accessibility requirements under AB 434. Waymo's original report was submitted on 02/19/2019. A Waymo Autonomous Vehicle (?Waymo AV?) was traveling in autonomous mode in the far right lane on southbound Highway 85 passing El Camino Real in Mountain View. A passenger vehicle entered the highway from El Camino Real and made an unsafe maneuver by crossing over a solid white line and cutting-in to the Waymo AV?s lane. Out of an abundance of caution, the Waymo AV?s test driver disengaged the autonomous mode on the Waymo AV and made an evasive maneuver into the left adjacent lane at approximately 45 MPH. As the test driver made the maneuver, the Waymo AV came into contact with a second passenger vehicle that had been approaching from behind in the left adjacent lane. The Waymo AV sustained minor damage and tire marks to the driver side of the vehicle, and the second passenger vehicle sustained no damage. The driver of the second passenger vehicle stopped to exchange information with the Waymo test driver, but after volunteering that there was no damage to their vehicle, left the scene. The first passenger vehicle did not stop. There were no injuries reported."
139,Google,Autonomous,Stopped,Proceeding Straight,Cloudy,Daylight,Rear End,"Per the DMV's request of 02/21/2019, Waymo is resubmitting this OL316 so the DMV's digital version is compliant with accessibility requirements under AB 434. Waymo's original report was submitted on 02/14/2019. A Waymo Autonomous Vehicle (?Waymo AV?) was stopped in autonomous mode in the slip-lane from northbound Shoreline Boulevard to northbound Central Expressway in Mountain View when it was rear-ended. The Waymo AV was yielding to approaching traffic from the left when a passenger vehicle rear-ended the Waymo AV while travelling approximately 4 MPH. The Waymo AV sustained minor damage to the rear bumper, and the passenger vehicle had minor damage to its front bumper. No injuries were reported at the scene but the two operators in the Waymo AV later reported minor headache and neck soreness. They sought medical attention and both were cleared to return to work."
140,Cruise,Conventional,Proceeding Straight,Parked,Clear,Dark-Street Lights,Side Swipe,"A Cruise autonomous vehicle (?Cruise AV?) being driven in conventional mode was involved in a collision while traveling on northbound 36th Avenue between Balboa and Anza Streets. While proceeding straight on 36th, the driver of the Cruise AV made contact with two unoccupied vehicles parked (?parked vehicle 1? and ?parked vehicle 2?) on southbound 36th Avenue, damaging the front and rear driver side doors and side mirror of parked vehicle 1 and the front left bumper and wheel well of parked vehicle 2. The collision also resulted in damage to the Cruise AV?s front left radar, bumper, wheel well, and wheel axle. There were no injuries."
141,Cruise,Conventional,Making Right Turn,Proceeding Straight,Clear,Daylight,Broadside,"A Cruise autonomous vehicle (?Cruise AV?) being driven in conventional mode was involved in a collision while traveling on westbound Mason Street between Yacht Road and Javowitz Street. While making a right turn onto an unmarked road, the driver of the Cruise AV made contact with a bicyclist traveling in the eastbound, unprotected bicycle lane on Mason Street. The police were not called. (amended as of 4/30/2019)"
142,Lyft,Conventional,Proceeding Straight,Changing Lanes,Clear,Daylight,Head-On,"On April 11, 2019 at approximately 11:31 am, a Lyft Autonomous Vehicle operating in manual mode was involved in an incident with a moving third party vehicle. The incident occurred after making a right turn from Natoma Street and 6th Street in San Francisco, CA. Lyft was proceeding straight in the right lane when the third party vehicle aggressively swerved into the right lane, cutting broadside in front of the Lyft AV, and came to a complete stop, causing unavoidable impact from the Lyft AV at approximately 1 mph. The Lyft AV sustained damage to the front left bumper, fender, and left lidar sensor. The third party vehicle sustained damage to the right rear quarter panel and rear passenger door. Lyft AV operators called 911 due to hostile behavior of the third party driver and emergency vehicles responded to the scene. No injuries were reported by the first responders or the team in the Lyft AV."
143,Cruise,Conventional,Proceeding Straight,Proceeding Straight,Clear,Daylight,Side Swipe,"A Cruise autonomous vehicle (?Cruise AV?), operating in autonomous mode, was traveling northbound on Franklin Street at the intersection with Ellis Street when the Cruise AV began to yield to a lane-splitting motorcyclist on its left rear. The driver of the Cruise AV disengaged from autonomous mode, and shortly thereafter, the motorcyclist made contact with the Cruise AV?s front left radar, damaging the radar?s casing. There were no injuries and police were not called. The motorcyclist did not stop."
144,Cruise,Autonomous,Making Left Turn,Making Right Turn,Clear,Daylight,Rear End,"A Cruise autonomous vehicle (?Cruise AV?), operating in autonomous mode, was approaching the intersection prior to making a left turn from southbound Lyon Street onto eastbound California Street when the Cruise AV yielded to an overtaking vehicle on its left proceeding straight on southbound Lyon. Once the overtaking vehicle completed its pass, the Cruise AV attempted to continue its left turn when another vehicle directly behind the Cruise AV, attempting to turn right on California, made contact with the Cruise AV?s right rear bumper, damaging the bumper. There were no injuries and police were not called."
145,Cruise,Conventional,Stopped,Making Right Turn,Clear,Dark-Street Lights,Other,"Two Cruise autonomous vehicles (?Cruise AV 1? and ?Cruise AV 2?), both operating in conventional mode, were stopped side-by-side at the traffic light on southbound Potrero Avenue at the intersection with Alameda Street when a pedestrian in the crosswalk approached both Cruise AVs in the street. The pedestrian struck both vehicles with a foreign object, scratching the front right bumper of Cruise AV 1 and denting the front driver side door of Cruise AV 2. Both drivers of the Cruise AVs immediately drove to safer locations after the incident and contacted the police. There were no injuries. The police later took statements from both drivers of the Cruise AVs and a report was filed as SFPD incident report number 190236884."
146,Google,Conventional,Slowing/Stopping,Proceeding Straight,Clear,Daylight,Rear End,"A Waymo Autonomous Vehicle (?Waymo AV?) was traveling in manual mode when it was involved in a collision at the intersection of E. Charleston Road and San Antonio Road in Palo Alto. The Waymo AV was traveling eastbound on E. Charleston Road in manual mode when the test driver made a lane change from the middle lane to the adjacent right lane. As the test driver completed the lane change, the test driver braked before the intersection as the traffic light at San Antonio Road changed from yellow to red. A passenger vehicle then rear-ended the Waymo AV at approximately 15 MPH. The Waymo AV sustained minor damage to the passenger side of the rear bumper, and the passenger vehicle sustained minor damage to the driver side of the front bumper. No injuries were reported at the scene."
